;DroneNoDescent: 0.25;DroneNoDescent: 0.5;DroneNoDescent: 0.75;DroneRandom: ;DroneAnnealing: (1, 0.9, 10);DroneAnnealing: (1, 0.9, 1);DroneAnnealing: (1, 0.4, 10);DroneAnnealing: (1, 0.4, 1);DroneAnnealing: (100, 0.4, 10);DroneAnnealing: (100, 0.4, 1);
56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
60;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
74;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
80;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
86;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
89;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
94;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
100;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
102;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
103;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
104;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
105;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
106;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
107;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
108;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
109;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
110;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
112;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
113;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
114;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
116;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
117;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
118;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
119;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
120;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
121;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
122;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
123;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
124;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
126;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
127;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
128;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
129;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
130;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
131;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
132;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
133;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
134;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
135;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
136;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
137;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
138;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
139;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
140;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
141;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
142;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
145;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
146;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
147;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
148;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
149;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
150;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
151;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
152;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
153;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
154;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
155;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
156;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
157;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
158;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
159;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
160;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
161;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
162;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
163;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
164;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
165;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
166;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
167;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
168;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
169;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
170;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
171;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
172;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
173;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
174;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
175;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
176;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
177;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
178;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
179;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
180;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
181;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
182;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
183;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
184;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
185;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
186;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00015024038461538462;0.0;0.0;
188;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00030048076923076925;0.0;0.0;
189;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00045072115384615387;0.0;0.0;
190;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006009615384615385;0.0;0.0;
191;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007512019230769231;0.0;0.0;
192;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009014423076923077;0.0;0.0;
193;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0010516826923076923;0.0;0.0;
194;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001201923076923077;0.0;0.0;
195;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0015024038461538462;0.0;0.0;
196;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0018028846153846155;0.0;0.0;
197;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0021033653846153845;0.0;0.0;
198;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002403846153846154;0.0;0.0;
199;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002704326923076923;0.0;0.0;
200;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0030048076923076925;0.0;0.0;
201;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0033052884615384615;0.0;0.0;
202;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003605769230769231;0.0;0.0;
203;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0037560096153846155;0.0;0.0;
204;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00390625;0.0;0.0;
205;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004056490384615385;0.0;0.0;
206;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004206730769230769;0.0;0.0;
207;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004356971153846154;0.0;0.0;
208;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004507211538461538;0.0;0.0;
209;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004657451923076923;0.0;0.0;
210;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004807692307692308;0.0;0.0;
211;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005108173076923077;0.0;0.0;
212;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005408653846153846;0.0;0.0;
213;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005709134615384615;0.0;0.0;
214;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006009615384615385;0.0;0.0;
215;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006310096153846154;0.0;0.0;
216;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006610576923076923;0.0;0.0;
217;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007672872596153846;0.0;0.0;
218;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007873942307692307;0.0;0.0;
219;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008141502403846153;0.0;0.0;
220;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008465192307692309;0.0;0.0;
221;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008839314903846153;0.0;0.0;
222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009251225961538462;0.0;0.0;
223;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009645444711538461;0.0;0.0;
224;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011117788461538462;0.0;0.0;
225;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011905528846153847;0.0;0.0;
226;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01201923076923077;0.0;0.0;
227;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012197656250000001;0.0;0.0;
228;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012441887019230768;0.0;0.0;
229;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012746634615384615;0.0;0.0;
230;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013098269230769231;0.0;0.0;
231;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01344376201923077;0.0;0.0;
232;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014723557692307692;0.0;0.0;
233;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015511298076923077;0.0;0.0;
234;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015625;0.0;0.0;
235;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015803425480769233;0.0;0.0;
236;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01604765625;0.0;0.0;
237;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016352403846153846;0.0;0.0;
238;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01670403846153846;0.0;0.0;
239;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01704953125;0.0;0.0;
240;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018329326923076924;0.0;0.0;
241;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018620432692307693;0.0;0.0;
242;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018629807692307692;0.0;0.0;
243;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018691802884615385;0.0;0.0;
244;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018822427884615384;0.0;0.0;
245;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.019023641826923076;0.0;0.0;
246;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.019287728365384615;0.0;0.0;
247;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01956752403846154;0.0;0.0;
248;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.020432692307692308;0.0;0.0;
249;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.020793834134615385;0.0;0.0;
250;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.020792367788461538;0.0;0.0;
251;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.020853581730769233;0.0;0.0;
252;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02099623798076923;0.0;0.0;
253;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021219567307692307;0.0;0.0;
254;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021511730769230773;0.0;0.0;
255;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021819326923076924;0.0;0.0;
256;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02283653846153846;0.0;0.0;
257;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.022508497596153847;0.0;0.0;
258;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.022353978365384615;0.0;0.0;
259;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.022238497596153848;0.0;0.0;
260;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.022198161057692307;0.0;0.0;
261;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.022238497596153848;0.0;0.0;
262;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.022353978365384615;0.0;0.0;
263;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.022508497596153847;0.0;0.0;
264;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02283653846153846;0.0;0.0;
265;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02216390625;0.0;0.0;
266;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021932860576923077;0.0;0.0;
267;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021729026442307692;0.0;0.0;
268;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021597199519230767;0.0;0.0;
269;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021546033653846157;0.0;0.0;
270;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021573173076923077;0.0;0.0;
271;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021651165865384618;0.0;0.0;
272;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021634615384615384;0.0;0.0;
273;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.020961983173076924;0.0;0.0;
274;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.020730937499999998;0.0;0.0;
275;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.020527103365384616;0.0;0.0;
276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02039527644230769;0.0;0.0;
277;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.020344110576923077;0.0;0.0;
278;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02037125;0.0;0.0;
279;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02044924278846154;0.0;0.0;
280;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.020432692307692308;0.0;0.0;
281;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.020256694711538462;0.0;0.0;
282;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02012997596153846;0.0;0.0;
283;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.020042572115384613;0.0;0.0;
284;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.020024350961538463;0.0;0.0;
285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02007671875;0.0;0.0;
286;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.019831730769230768;0.0;0.0;
287;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.019568221153846155;0.0;0.0;
288;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01930944711538462;0.0;0.0;
289;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.019077271634615384;0.0;0.0;
290;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018893317307692305;0.0;0.0;
291;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.017578125;0.0;0.0;
292;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016360120192307693;0.0;0.0;
293;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016169411057692307;0.0;0.0;
294;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01593972355769231;0.0;0.0;
295;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015698942307692306;0.0;0.0;
296;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015467644230769231;0.0;0.0;
297;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01526358173076923;0.0;0.0;
298;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015103677884615384;0.0;0.0;
299;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01397235576923077;0.0;0.0;
300;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01296204326923077;0.0;0.0;
301;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012805709134615385;0.0;0.0;
302;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012620192307692308;0.0;0.0;
303;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01243063701923077;0.0;0.0;
